feature_id,area,surface,feature,source_evidence,user_story,expected_behavior,status,last_tested,test_command,observed_behavior,error_id,fix_commit,retest_status,notes
VENUE-006,Venue adapter,Exchange,Baozi,core/src/server/exchange-factory.ts; core/src/exchanges/baozi/index.ts; core/src/exchanges/baozi/fetcher.ts; core/src/exchanges/baozi/normalizer.ts; core/test/normalizers/exchange-normalizers-3.test.ts; core/test/pipeline/baozi-websocket-resolvers.test.ts; core/COMPLIANCE.md,"As a PMXT user, I want Baozi support so that I can access Baozi markets through the unified API.","createExchange('baozi') returns BaoziExchange with private key support, keyless public market/event reads, normalized boolean and race markets, emulated OHLCV/trades/open orders where documented, and documented unsupported cancel or trade-stream behavior.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/normalizers/exchange-normalizers-3.test.ts core/test/pipeline/baozi-websocket-resolvers.test.ts; npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; node_modules/.bin/tsx credential-free Baozi market/event smoke","Baozi-focused local tests passed 137 assertions covering normalizer fixtures and websocket resolver queues; exchange factory test passed 9 assertions. Credential-free live public smoke on current main returned one market and one event for 9RX4qTzJUtg4cd1DacPKnAwosexpyTzpFoWUiZCxtVkY in 233ms.",VENUE-LIVE-TRADING-001; VENUE-WALLET-COMPLIANCE-001,,pass,"Local env credential propagation covered. Public Baozi market/event reads are live-smoked without credentials on current main; live trading, Solana wallet, and compliance behavior remain pending."
VENUE-007,Venue adapter,Exchange,Myriad,core/src/server/exchange-factory.ts; core/src/exchanges/myriad/index.ts; core/COMPLIANCE.md,"As a PMXT user, I want Myriad support so that I can access Myriad markets through the unified API.",createExchange('myriad') returns MyriadExchange with API key and wallet-address credential support.,tested_partial,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; RED: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; GREEN: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; credential-free live Myriad smoke via node_modules/.bin/tsx; read-only authenticated account smoke via core exchange factory fetchBalance/fetchPositions/fetchOpenOrders,"Factory test verified createExchange('myriad') constructs MyriadExchange, then caught that MYRIAD_BASE_URL was ignored for adapter fetches. After the fix, Myriad resolves explicit baseUrl, MYRIAD_BASE_URL, then the default before registering API descriptors and constructing the fetcher. Additional factory coverage verifies local env API key and wallet-address mapping; full core suite passed. Credential-free live public smoke returned one market (2741:490) and one event (213) in 670ms. Current main later regressed this env/config fallback; core/test/unit/exchange-factory.test.ts caught the regression again, and a5ad884 restored the documented fallback. Latest verification passed TypeScript and full core Jest (708 passed, 3 skipped).",VENUE-MYRIAD-001; VENUE-ENV-REGRESSION-001; VENUE-WALLET-CONTEXT-001; VENUE-LIVE-TRADING-001,2fab858; a5ad884,pass,Local base URL and credential env propagation covered. Public Myriad market/event reads are live-smoked without credentials. Read-only authenticated smoke returned 0 open orders; balance and positions require a wallet address env not present in this session. Live authenticated venue behavior remains pending. Current main env/config fallback is covered by the consolidated exchange-factory regression test.
VENUE-008,Venue adapter,Exchange,Opinion,core/src/server/exchange-factory.ts; core/src/exchanges/opinion/index.ts; core/COMPLIANCE.md,"As a PMXT user, I want Opinion support so that I can access Opinion markets and hosted trading routes through PMXT.","createExchange('opinion') returns OpinionExchange with API key, private key, and funder address credential support.",tested_partial,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; RED: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; GREEN: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; RED: RUN_OPINION_READONLY_E2E=1 npm test --workspace=pmxt-core -- --runInBand test/e2e/opinion-readonly-live.e2e.test.ts; GREEN: same live command without OPINION_API_KEY skips cleanly; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; read-only authenticated account smoke via core exchange factory fetchBalance/fetchPositions/fetchOpenOrders,"Factory test verified createExchange('opinion') constructs OpinionExchange, then caught that documented OPINION_BASE_URL was ignored for adapter fetches. After the first fix, Opinion resolves explicit baseUrl, OPINION_BASE_URL, then the existing default/legacy OPINION_API_URL path. Follow-up factory coverage caught that OPINION_FUNDER_ADDRESS was ignored even though trading requires funderAddress; after the second fix, Opinion maps explicit funderAddress, OPINION_FUNDER_ADDRESS, then OPINION_PROXY_ADDRESS. Live read-only E2E reached Opinion and failed with HTTP 401 when run keylessly; after the guard fix, it skips unless OPINION_API_KEY is present. Full core suite passed. Current main later regressed this env/config fallback; core/test/unit/exchange-factory.test.ts caught the regression again, and a5ad884 restored the documented fallback. Latest verification passed TypeScript and full core Jest (708 passed, 3 skipped).",VENUE-OPINION-001; VENUE-OPINION-002; VENUE-OPINION-003; VENUE-ENV-REGRESSION-001; VENUE-WALLET-CONTEXT-001; VENUE-LIVE-TRADING-001,fa1deec; 1752e45; 9047f2b; a5ad884,pass,Local base URL and funder credential env propagation fixed. Read-only authenticated smoke returned 0 open orders; fetchBalance is not implemented and positions require a wallet/funder address env not present in this session. Live authenticated venue behavior remains pending. Current main env/config fallback is covered by the consolidated exchange-factory regression test.
VENUE-009,Venue adapter,Exchange,Metaculus,core/src/server/exchange-factory.ts; core/src/exchanges/metaculus/index.ts; core/COMPLIANCE.md,"As a PMXT user, I want Metaculus support so that forecasts can be represented through the unified API.","createExchange('metaculus') returns MetaculusExchange with apiToken support, fetchMarkets and fetchEvents, and forecast create or withdraw behavior mapped to createOrder and cancelOrder.",tested_partial,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; RED: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; GREEN: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; keyless live Metaculus smoke via node_modules/.bin/tsx,"Factory test verified createExchange('metaculus') constructs MetaculusExchange, then caught that METACULUS_BASE_URL was ignored for adapter API configuration. After the fix, Metaculus resolves explicit baseUrl, METACULUS_BASE_URL, then the default before registering API descriptors. Additional factory coverage verifies local env API token mapping; full core suite passed. Keyless live smoke failed fast with AuthenticationError: Metaculus API token required, so authenticated live behavior remains unverified. Current main later regressed this env/config fallback; core/test/unit/exchange-factory.test.ts caught the regression again, and a5ad884 restored the documented fallback. Latest verification passed TypeScript and full core Jest (708 passed, 3 skipped).",VENUE-METACULUS-001; VENUE-ENV-REGRESSION-001; VENUE-CREDENTIALS-001,c9d3f88; a5ad884,pass,Local base URL and credential env propagation covered. Keyless live behavior correctly requires an API token; authenticated Metaculus venue behavior remains pending. Current main env/config fallback is covered by the consolidated exchange-factory regression test.
VENUE-010,Venue adapter,Exchange,Smarkets,core/src/server/exchange-factory.ts; core/src/exchanges/smarkets/index.ts; core/src/exchanges/smarkets/fetcher.ts; core/src/BaseExchange.ts,"As a PMXT user, I want Smarkets support so that I can access Smarkets markets through the unified API.",createExchange('smarkets') returns SmarketsExchange with email and password credential mapping and Smarkets read and trading methods where implemented.,tested_partial,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/exchanges/smarkets-fetcher.test.ts; npm test --workspace=pmxt-core -- --runInBand core/test/unit/baseExchange.core.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; credential-free live Smarkets smoke via node_modules/.bin/tsx,"Factory test verified createExchange('smarkets') constructs SmarketsExchange, then caught that SMARKETS_BASE_URL was ignored for adapter API configuration. After 8912ff4, Smarkets config resolves explicit baseUrl, SMARKETS_BASE_URL, then the default. New fetcher tests caught unauthenticated public reads calling auth-only volume enrichment and Smarkets event fetches ignoring simple limits. After 092f099, unauthenticated volume calls are skipped, direct market lookup uses the guarded volume helper, BaseExchange forwards pure market/event limits to venue implementations, and Smarkets event pagination honors the requested limit. Current main later regressed both env/config fallback and public-read bounds; a5ad884 restored the env/config fallback, and f1e623d restored unauthenticated volume skipping, direct market lookup guarded volumes, event limit pagination, and BaseExchange simple-limit forwarding. Latest verification passed TypeScript and full core Jest (721 passed, 3 skipped). Prior credential-free live smoke returned one market and one event in 525ms with 6 total requests.",VENUE-SMARKETS-001; VENUE-SMARKETS-002; VENUE-ENV-REGRESSION-001; VENUE-PUBLIC-BOUNDS-002; VENUE-CREDENTIALS-001; VENUE-LIVE-TRADING-001,8912ff4; 092f099; a5ad884; f1e623d,pass,"Local base URL and credential env propagation covered. Public Smarkets market/event reads are bounded by restored fetcher/base regression tests and were previously live-smoked without credentials; authenticated trading, account, and compliance behavior remain pending."
VENUE-011,Venue adapter,Exchange,Polymarket US,core/src/server/exchange-factory.ts; core/src/exchanges/polymarket_us/index.ts,"As a PMXT user, I want Polymarket US support so that US venue markets can be read through the unified API.",createExchange('polymarket_us') returns PolymarketUSExchange with key id and secret key credential mapping.,tested_partial,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand; RED: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; GREEN: npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts; npx tsx core/scripts/smoke-polymarket-us.ts; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand,"Factory test verified createExchange('polymarket_us') constructs PolymarketUSExchange, then caught that POLYMARKET_US_BASE_URL and POLYMARKET_US_GATEWAY_URL were captured at module load and ignored when changed before factory construction. After the fix, Polymarket US resolves explicit baseUrl and runtime env values before existing defaults. Additional factory coverage verifies local env key id and secret key mapping. Live public smoke passed 15 checks for fetchMarkets, fetchEvents, fetchOrderBook, suffix handling, and unauthenticated auth gates; full core suite passed. Current main later regressed this env/config fallback; core/test/unit/exchange-factory.test.ts caught the regression again, and a5ad884 restored the documented fallback. Latest verification passed TypeScript and full core Jest (708 passed, 3 skipped).",VENUE-POLYMARKET-US-001; VENUE-ENV-REGRESSION-001; VENUE-CREDENTIALS-001,d19ef19; a5ad884,pass,Local config/credential coverage and live public read smoke passed; live authenticated venue behavior pending. Current main env/config fallback is covered by the consolidated exchange-factory regression test.
VENUE-012,Venue adapter,Exchange,Hyperliquid,core/src/server/exchange-factory.ts; core/src/exchanges/hyperliquid/index.ts; core/src/exchanges/hyperliquid/fetcher.ts; core/src/exchanges/hyperliquid/normalizer.ts; core/test/normalizers/exchange-normalizers-3.test.ts,"As a PMXT user, I want Hyperliquid prediction market support so that I can read and trade supported Hyperliquid markets through the unified API.","createExchange('hyperliquid') returns HyperliquidExchange with wallet-address read credentials and private-key trading credentials, supports keyless public market/event reads, normalizes outcome markets and events, and exposes read-only balance, position, and open-order account methods when a wallet address is configured.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/normalizers/exchange-normalizers-3.test.ts core/test/pipeline/baozi-websocket-resolvers.test.ts; npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; node_modules/.bin/tsx credential-free Hyperliquid market/event smoke; source .env and node_modules/.bin/tsx read-only Hyperliquid account smoke","Current main local normalizer/websocket test run passed 137 assertions and exchange factory test passed 9 assertions. Credential-free live public smoke returned one market (hl-outcome-171) and one event (32) in 3542ms. Read-only account smoke with local env loaded returned 1 balance row, 0 positions, and 0 open orders in 1287ms.",VENUE-LIVE-TRADING-001,,pass,"Local env credential propagation covered. Public Hyperliquid market/event reads and read-only account methods were live-smoked on current main; live authenticated trading behavior remains pending because valid create/cancel order flows can move funds or affect orders."
VENUE-013,Venue adapter,Exchange,Gemini Titan,core/src/server/exchange-factory.ts; core/src/exchanges/gemini-titan/index.ts; core/src/exchanges/gemini-titan/fetcher.ts; core/src/exchanges/gemini-titan/normalizer.ts; core/src/exchanges/gemini-titan/websocket.ts; core/test/exchanges/gemini-titan-fetcher.test.ts; core/test/normalizers/gemini-titan-normalizer.test.ts; core/test/exchanges/gemini-titan-websocket.test.ts,"As a PMXT user, I want Gemini Titan support so that Gemini prediction markets can be read through PMXT.","createExchange('gemini-titan') returns GeminiTitanExchange with Gemini API key and secret credential mapping, supports keyless public market/event reads, normalizes Gemini events/contracts, supports websocket depth parsing, and gates authenticated order, position, and account methods behind Gemini API credentials.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/exchanges/gemini-titan-fetcher.test.ts core/test/normalizers/gemini-titan-normalizer.test.ts core/test/exchanges/gemini-titan-websocket.test.ts core/test/unit/exchange-factory.test.ts; node_modules/.bin/tsx credential-free Gemini Titan market/event smoke; source .env and node_modules/.bin/tsx read-only Gemini Titan account smoke","Focused Gemini Titan fetcher, normalizer, websocket, and factory tests passed 17 assertions. Credential-free live public smoke on current main returned one market (gemi-GEMI-WC2026-FRANCE) and one event (WC2026) in 1134ms. Read-only authenticated account smoke is blocked in this environment by missing Gemini apiKey/apiSecret and fails fast with AuthenticationError before network.",VENUE-CREDENTIALS-001; VENUE-LIVE-TRADING-001,,pass,"Local env credential propagation covered. Public Gemini Titan market/event reads were live-smoked without credentials on current main; authenticated account/trading behavior remains pending until Gemini API credentials are available."
VENUE-014,Venue adapter,Exchange,SuiBets,core/src/server/exchange-factory.ts; core/src/exchanges/suibets/index.ts; core/src/exchanges/suibets/fetcher.ts; core/src/exchanges/suibets/normalizer.ts; core/test/normalizers/suibets-normalizer.test.ts,"As a PMXT user, I want SuiBets support so that Sui prediction markets can be read through the unified API.","createExchange('suibets') returns SuiBetsExchange with wallet address and baseUrl credential mapping, supports keyless public market/event reads, normalizes P2P Sui sports offers, emulates order books from offer odds, and gates position reads behind a Sui wallet address.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/normalizers/suibets-normalizer.test.ts core/test/unit/exchange-factory.test.ts; node_modules/.bin/tsx credential-free SuiBets market/event smoke; source .env and node_modules/.bin/tsx read-only SuiBets positions smoke","Focused SuiBets normalizer and exchange-factory tests passed 67 assertions. Credential-free live public smoke on current main reached the venue and returned zero markets and zero events in 368ms without throwing. Read-only positions smoke is blocked in this environment by missing SUIBETS_WALLET_ADDRESS and fails fast with AuthenticationError before network.",VENUE-ACTIVE-OFFERS-001; VENUE-WALLET-CONTEXT-001,,pass,"Local env credential propagation covered. Public SuiBets endpoint is reachable on current main but has no current markets/events; active-offer behavior and wallet-connected positions remain pending."
VENUE-015,Venue adapter,Exchange,Rain,core/src/server/exchange-factory.ts; core/src/exchanges/rain/index.ts; core/src/exchanges/rain/fetcher.ts; core/src/exchanges/rain/normalizer.ts,"As a PMXT user, I want Rain support so that Rain markets can be read and traded through the unified API.","createExchange('rain') returns RainExchange with private key, wallet, subgraph, RPC, and environment configuration, supports keyless public market/event reads, normalizes Rain markets/events/order books, and gates wallet/account/trading methods behind wallet or private-key credentials.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/unit/exchange-factory.test.ts; node_modules/.bin/tsx credential-free Rain market/event smoke; source .env and node_modules/.bin/tsx read-only Rain balance/positions smoke","Exchange factory test passed 9 assertions. Credential-free live public smoke on current main returned one market and one event for rain:691e2ab9875e01ffa0161f3b in 3791ms. Read-only balance/positions smoke is blocked in this environment by missing Rain wallet/private key and fails fast with AuthenticationError before network.",VENUE-WALLET-CONTEXT-001; VENUE-LIVE-TRADING-001,,pass,"Local env credential propagation covered. Public Rain market/event reads were live-smoked without credentials on current main; wallet/account reads and live trading behavior remain pending until wallet/private-key credentials are available."
VENUE-016,Venue adapter,Exchange,Hunch,core/src/server/exchange-factory.ts; core/src/exchanges/hunch/index.ts; core/src/exchanges/hunch/fetcher.ts; core/src/exchanges/hunch/utils.ts; core/test/exchanges/hunch-fetcher.test.ts; core/test/normalizers/hunch-normalizer.test.ts; sdks/typescript/pmxt/client.ts; sdks/python/pmxt/_exchanges.py; core/COMPLIANCE.md,"As a PMXT user, I want Hunch support so that parimutuel Hunch markets can be represented through the unified API.","createExchange('hunch') returns HunchExchange, supports keyless reads, drains the full catalog via nextCursor when no explicit limit is supplied, honors explicit limits as one-page reads, surfaces list odds, 24h volume, category/tags, exports Hunch in TypeScript and Python SDKs, supports x402 market-order createOrder, and documents unsupported cancel or order-fetch behavior.",tested_partial,2026-06-23,"npm test --workspace=pmxt-core -- --runInBand core/test/exchanges/hunch-fetcher.test.ts core/test/normalizers/hunch-normalizer.test.ts; npx tsc --noEmit in sdks/typescript; python3 -c Hunch constructor smoke; npx tsc --project core/tsconfig.json --noEmit; npm test --workspace=pmxt-core -- --runInBand","Focused Hunch fetcher/normalizer tests passed 56 assertions covering nextCursor draining, explicit-limit one-page reads, list odds, volume24h, and category/tags. TypeScript SDK compile passed, Python Hunch constructor smoke passed after SDK launcher fix, core typecheck passed, and full core suite passed 731 tests with 3 skipped. Prior credential-free live public smoke returned one market and one event.",SDK-LAUNCHER-001; VENUE-X402-LIVE-001; VENUE-LIVE-TRADING-001,dd1332c; ac31338,pass,"Local env credential propagation covered. Public Hunch market/event reads are locally covered and previously live-smoked without credentials. Upstream Hunch surfacing commit dd1332c is reflected in the story; x402 trading and live order behavior remain pending because valid createOrder would move funds."
VENUE-017,Venue adapter,Exchange,Mock,core/src/server/exchange-factory.ts; core/src/exchanges/mock/index.ts,"As a PMXT developer, I want a mock exchange so that local tests can exercise PMXT behavior without external venue dependencies.",createExchange('mock') returns MockExchange with deterministic fixtures for local and test use.,tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/server/exchange-factory.test.ts test/unit/mockExchange.core.test.ts; npm test --workspace=pmxt-core -- --runInBand,Factory test verified createExchange('mock') constructs MockExchange; existing MockExchange unit tests and full core suite passed.,,,pass,
FEED-001,Feed provider,Data feed,Binance feed,core/src/server/feed-factory.ts; core/src/feeds/binance/binance-feed.ts,"As a data-feed user, I want Binance feed support so that crypto reference prices are available through PMXT feed methods.",getFeed('binance') returns a singleton BinanceFeed using OBDATA_API_KEY when present and supports feed methods implemented by BinanceFeed.,tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/unit/dataFeeds.success.test.ts; npm test --workspace=pmxt-core -- --runInBand,"Binance provider success test used a local WebSocket relay, verified subscribe_all, consumed a BTCUSDT trade event through fetchTicker, and normalized it to BTC/USDT with price and timestamp. Existing feed tests cover factory-backed loadMarkets/provider listing, missing relay errors, and unsupported OHLCV/order book capability errors.",,,pass,Local in-process relay coverage; external obdata relay not required for code-level pass.
FEED-002,Feed provider,Data feed,Chainlink feed,core/src/server/feed-factory.ts; core/src/feeds/chainlink/chainlink-feed.ts,"As an oracle-data user, I want Chainlink feed support so that oracle rounds and historical oracle prices are available through PMXT feed methods.","getFeed('chainlink') returns a singleton ChainlinkFeed using OBDATA_API_KEY when present and supports oracle round, oracle history, and historical price methods.",tested_pass,2026-06-22,npm test --workspace=pmxt-core -- --runInBand test/unit/dataFeeds.success.test.ts; npm test --workspace=pmxt-core -- --runInBand,"Chainlink provider success tests used local REST and WebSocket servers, verified latest prices, filtered tickers, oracle round/history/historical price request mapping and normalization, subscribe_all, and live ticker normalization. Existing feed tests cover factory-backed loadMarkets, missing REST URL errors, and unsupported order book capability errors.",,,pass,Local in-process REST/WebSocket coverage; external Chainlink API not required for code-level pass.
DOC-001,Documentation,Markdown,Feature support compliance matrix,core/scripts/generate-compliance.js; core/COMPLIANCE.md; readme.md,"As a PMXT user, I want the feature support and compliance matrix to list every production venue so that I can understand venue capabilities and required auth variables.","npm run generate:compliance --workspace=pmxt-core generates core/COMPLIANCE.md with every production exchange directory except kalshi-demo and mock, stable display names, method support rows, and credential-variable guidance for authenticated venue tests.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/generate-compliance.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught that generated COMPLIANCE.md omitted PolymarketUS, Smarkets, Hyperliquid, GeminiTitan, SuiBets, and Rain and did not document credential variables for newly listed venues. After 222a0f2, the generator discovers production exchange directories, excludes only kalshi-demo and mock, regenerates the matrix with 15 venue headers, writes authenticated-test env guidance, focused generator tests passed, and full core Jest passed 733 tests with 3 skipped.",DOC-COMPLIANCE-MATRIX-001; DOC-COMPLIANCE-CREDENTIALS-001,222a0f2,pass,Logistical documentation generation error fixed; compliance matrix now covers current production venue surface without requiring live venue credentials or order placement.
DOC-002,Documentation,Markdown,README supported exchange strip,readme.md; core/test/unit/readme-supported-exchanges.test.js; core/src/server/exchange-factory.ts,"As a new PMXT user, I want the README supported exchanges to match production adapters so that I can discover all available venues before reading detailed docs.","README supported exchange strip includes image alt entries for every production venue: Polymarket, Polymarket US, Kalshi, Limitless, Probable, Baozi, Myriad, Opinion, Metaculus, Smarkets, Hyperliquid, Gemini Titan, SuiBets, Rain, and Hunch.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/readme-supported-exchanges.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught missing alt=""Baozi"" and the audit also showed SuiBets absent from README while both are production adapters. After b84e4c1, README includes Baozi and SuiBets entries and removes the stale Baozi warning comment; focused README test passed, and full core Jest passed 734 tests with 3 skipped.",DOC-README-VENUE-LIST-001,b84e4c1,pass,Logistical README discoverability error fixed; no live venue access required.
DOC-003,Documentation,Mintlify,Supported venues documentation page,scripts/generate-mintlify-docs.js; docs/concepts/venues.mdx; core/test/unit/mintlify-venues.test.js,"As a PMXT docs reader, I want the Supported Venues page to show user-facing venue names and exclude internal targets so that I can choose real venue keys without being misled by mock or router internals.","npm run generate:mintlify regenerates docs/concepts/venues.mdx with display labels for current venue keys, excludes internal mock and router targets from the venue table, preserves hosted autogen blocks, and keeps pass-through URL examples for real venue targets.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/mintlify-venues.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught raw labels for gemini-titan, hyperliquid, suibets, rain, and hunch and showed mock/router listed as venues. After 0cf05eb, generate-mintlify-docs maps the newer venue labels, filters internal mock/router targets, updates the venues page copy, preserves the hosted catalog block, focused test passed, and full core Jest passed 735 tests with 3 skipped.",DOC-MINTLIFY-VENUES-001,0cf05eb,pass,Logistical docs-generation error fixed; no live venue access or trading required.
DOC-004,Documentation,OpenAPI,SDK code sample class names,core/scripts/generate-openapi.js; docs/api-reference/openapi.json; core/test/unit/openapi-code-samples.test.js; sdks/typescript/index.ts; sdks/python/pmxt/__init__.py,"As a PMXT docs reader, I want generated OpenAPI SDK examples to use exported SDK class names so that copied Python and TypeScript examples run.","Generated x-codeSamples and x-sdk-constructors use class names exported by the TypeScript and Python SDKs, including canonical PolymarketUS and SuiBets labels.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/openapi-code-samples.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught generated samples missing PolymarketUS and using PolymarketUs/Suibets casing. After 49c7489, generator constructor overrides emit PolymarketUS and SuiBets, checked-in OpenAPI examples use the exported names, focused regression passed, and full core Jest passed 736 tests with 3 skipped.",DOC-OPENAPI-SAMPLES-001,49c7489,pass,Logistical docs code-sample error fixed; no live venue access or trading required.
DOC-005,Documentation,LLMS,LLMS Supported Venues artifact,scripts/generate-llms.js; docs/llms-full.txt; docs/concepts/venues.mdx; core/test/unit/llms-docs.test.js,"As an LLM or docs consumer, I want the generated llms-full Supported Venues section to match the public Supported Venues page so that venue names and real targets are not misleading.","npm run docs:llms regenerates docs/llms-full.txt from current docs sources with user-facing venue labels, the current Supported Venues wording, and no internal mock or router targets.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/llms-docs.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught checked-in docs/llms-full.txt drifting from generator output: raw gemini-titan/hyperliquid/suibets/rain/hunch labels, stale Hosted wording, and internal mock/router rows. After a5b6684, npm run docs:llms refreshed docs/llms-full.txt from the fixed venues page, focused LLMS regression passed, and full core Jest passed 737 tests with 3 skipped.",DOC-LLMS-VENUES-001,a5b6684,pass,Logistical generated-docs error fixed; no live venue access or trading required.
DOC-006,Documentation,LLMS,LLMS hosted trading API reference,scripts/generate-llms.js; docs/docs.json; docs/llms.txt; docs/llms-full.txt; docs/api-reference/openapi-hosted-trading.json; core/test/unit/llms-docs.test.js,"As an LLM or docs consumer, I want hosted trading and account API reference pages included in generated LLMS docs so that the static docs cover the same API pages as the Mintlify navigation.","npm run docs:llms resolves the exact OpenAPI spec named by each docs navigation group, including openapi-hosted-trading.json, and emits /v0/trade, /v0/orders, and /v0/user hosted trading/account endpoints in docs/llms.txt and docs/llms-full.txt.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/llms-docs.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught docs/llms.txt missing createOrderHosted/fetchBalanceHosted links and docs/llms-full.txt missing hosted trading/account endpoint sections because hosted-trading pages were resolved against openapi-hosted.json. After 4228219, generate-llms resolves the exact OpenAPI spec filename, npm run docs:llms added nine hosted trading/account entries to docs/llms.txt and 445 generated lines to docs/llms-full.txt, focused LLMS regression passed, and full core Jest passed 737 tests with 3 skipped.",DOC-LLMS-HOSTED-TRADING-001,4228219,pass,Logistical generated-docs error fixed; no live venue access or trading required.
DOC-007,Documentation,OpenAPI,Hosted balance SDK samples,docs/api-reference/openapi-hosted-trading.json; docs/llms-full.txt; core/test/unit/hosted-openapi-code-samples.test.js; sdks/typescript/pmxt/client.ts; sdks/python/pmxt/client.py,"As a hosted SDK docs reader, I want balance examples to match the SDK return shape so that copied Python and TypeScript snippets do not treat a balance list as a single object.","Hosted OpenAPI and LLMS examples for fetchBalanceHosted show Python fetch_balance() and TypeScript fetchBalance() returning a list/array, then read balances[0].available and currency.",fixed_retest_pass,2026-06-23,RED/GREEN: npm test --workspace=pmxt-core -- --runInBand core/test/unit/hosted-openapi-code-samples.test.js; npm test --workspace=pmxt-core -- --runInBand core/test/unit/hosted-openapi-code-samples.test.js core/test/unit/llms-docs.test.js core/test/unit/openapi-code-samples.test.js; npm test --workspace=pmxt-core -- --runInBand,"RED test caught hosted fetchBalance samples using balance = client.fetch_balance()/const balance = await client.fetchBalance() and balance.amount despite SDK methods returning List[Balance]/Balance[]. After 71947c9, hosted OpenAPI samples use balances = client.fetch_balance(), const balances = await client.fetchBalance(), balances[0].available, npm run docs:llms refreshed docs/llms-full.txt, focused docs tests passed, and full core Jest passed 738 tests with 3 skipped.",DOC-HOSTED-BALANCE-SAMPLES-001,71947c9,pass,Logistical docs code-sample error fixed; no live venue access or trading required.
